City,Date,PM2.5,PM10,NO,NO2,NH3,CO,SO2,O3,AQI
Delhi,2015-02-01,1.0,1.0,1.0,0.629526311513149,1.0,1.0,0.24995906068843543,0.2645525567156205,0.16658452439625432
Ahmedabad,2015-02-02,1.0,0.5712360516770764,1.0,0.38187579557457413,0.5692100304787852,1.0,0.9999999999999998,0.9999999999999999,0.4406111384918679
Delhi,2015-02-02,1.0,1.0,0.27619722587830314,0.4028925060260542,1.0,1.0,0.12969573903645232,0.32347037502346604,0.1621488417939872
Ahmedabad,2015-02-03,0.8716982923702662,0.5712360516770764,0.6186088893388682,0.3070173062860547,0.5692100304787852,1.0,0.8759047587855762,0.8458750306863636,0.3154263183834401
Delhi,2015-02-03,0.9857090857296599,0.9645459840787005,0.24744355573554724,0.33572569942854047,1.0,1.0,0.1383421216388825,0.3255498274343312,0.15475603745687533
Ahmedabad,2015-02-04,0.49788722363777366,0.5712360516770764,0.04677533664068038,0.24667551390732062,0.5692100304787852,0.740335806325654,0.6647234140110698,0.5420439284321795,0.13504189255791033
Delhi,2015-02-04,0.856252077167772,0.7211442625072811,0.3067733117343323,0.32099233540069877,1.0,1.0,0.12314544918612647,0.1697064217533827,0.14440611138491868
Ahmedabad,2015-02-05,0.3567822495133493,0.5712360516770764,0.0514326212412676,0.23107548140725293,0.5692100304787852,0.8121827411167512,0.8462974486621031,0.6141316120088377,0.06357811729916216
Delhi,2015-02-05,0.8214347888014941,0.6193514982849007,0.46755087577199556,0.39487582265796384,1.0,1.0,0.11764320571185272,0.24629958555358197,0.1192705766387383
Delhi,2015-02-06,0.9470302435627583,1.0,0.9436063582059331,0.7251848441350919,1.0,1.0,0.22978416794943174,0.3874712992245376,0.13947757516017745
Ahmedabad,2015-02-06,0.4892778577872032,0.5712360516770764,0.022273969828895415,0.2912006066679306,0.5692100304787852,0.36235845372901204,0.9999999999999998,0.680674089156522,0.08378511582060129
Delhi,2015-02-07,1.0,1.0,0.7589348992609093,0.624326300679793,1.0,1.0,0.17161759407853794,0.49745122673251596,0.1522917693445047
Ahmedabad,2015-02-07,0.5488470729738714,0.5712360516770764,0.1464007289662853,0.33865070552230314,0.5692100304787852,1.0,0.9999999999999998,0.5127005444121937,0.11187777230162643
Delhi,2015-02-08,0.9074018389858676,1.0,0.6171914548952112,0.545242802589172,1.0,1.0,0.21746962303081907,0.3471530274805413,0.14933464760965995
Ahmedabad,2015-02-08,0.4575624732935573,0.5712360516770764,0.17940670244001217,0.29510061479294747,0.5692100304787852,1.0,0.9999999999999998,0.543430230039423,0.17693445046821096
Ahmedabad,2015-02-09,0.708563470334088,0.5712360516770764,0.0862610104282677,0.2622755464073883,0.5692100304787852,1.0,0.9999999999999998,0.4570174298545827,0.1582060128141942
Delhi,2015-02-09,0.8398562995552884,0.5284318167108925,0.40275387263339074,0.42380088291850604,1.0,1.0,0.2447188288081747,0.23382287108839117,0.12124199112863482
Ahmedabad,2015-02-10,0.6545017171253582,0.5712360516770764,0.027336235699098918,0.19662540963627007,0.5692100304787852,0.4404529480671612,0.9314512167163393,0.6442836719663821,0.11631345490389355
Delhi,2015-02-10,0.9563359551806544,1.0,0.47281563227700724,0.45651761774503696,1.0,1.0,0.14279631873710408,0.2153388496584788,0.14736323311976343
Delhi,2015-02-11,0.7274281102125438,1.0,0.6830009112078568,0.5803428757143244,1.0,1.0,0.18812432450135916,0.3094918338170949,0.15475603745687533
Ahmedabad,2015-02-11,0.4084384446167725,0.5712360516770764,0.127164118659512,0.2571838691330607,0.5692100304787852,1.0,0.9999999999999998,0.6095106066513596,0.18137013307047808
Delhi,2015-02-12,1.0,1.0,0.6159765110863624,0.4622592963735341,1.0,1.0,0.23161824910752293,0.29112333752111946,0.15869886643666833
Ahmedabad,2015-02-12,0.3990694288382105,0.5712360516770764,0.286119266983902,0.3254340113208569,0.5692100304787852,1.0,0.9999999999999998,0.3639041719013993,0.13208477082306555
Delhi,2015-02-13,1.0,1.0,0.6514123721777868,0.4826260054708447,1.0,1.0,0.19415059116365893,0.3146904648442577,0.1582060128141942
Ahmedabad,2015-02-13,0.6416509725101683,0.5712360516770764,0.36691303027234995,0.4279175581615795,0.5692100304787852,1.0,0.9999999999999998,0.45898135713151095,0.24149827501232138
Delhi,2015-02-14,1.0,1.0,1.0,0.5822928797768329,1.0,1.0,0.2358104346117315,0.3909370532426461,0.1759487432232627
Ahmedabad,2015-02-14,1.0,0.5712360516770764,0.7579224460868687,0.5148010725022344,0.5692100304787852,1.0,0.9999999999999998,0.41693020837846034,0.3652045342533268
Delhi,2015-02-15,1.0,1.0,0.892983699503898,0.6293096443950924,1.0,1.0,0.22978416794943174,0.46822336784646706,0.18284869393790046
Ahmedabad,2015-02-15,0.7042587874088025,0.5712360516770764,0.3136579933178091,0.32976735368198684,0.5692100304787852,1.0,0.9999999999999998,0.38585394734942025,0.22424839822572698
Delhi,2015-02-16,0.9534872679506863,1.0,0.491242280044548,0.47840099666874303,1.0,1.0,0.16847345495038152,0.39255440511776346,0.16658452439625432
Ahmedabad,2015-02-16,0.6184816497064272,0.5712360516770764,0.40072896628530935,0.3037672995152073,0.5692100304787852,1.0,0.9999999999999998,0.3487703793556586,0.25431246919664857
Delhi,2015-02-17,1.0,0.973296226781438,0.47889035132125146,0.27451723857758037,1.0,1.0,0.13729407526283036,0.4764256523559907,0.15130606209955644
Ahmedabad,2015-02-17,0.4976340069951098,0.5712360516770764,0.32196010934494285,0.22728380684126423,0.5692100304787852,1.0,0.9999999999999998,0.41381102976216266,0.22621981271562347
Delhi,2015-02-18,1.0,1.0,1.0,0.6524930260271375,1.0,1.0,0.21720761143680606,0.417738884316019,0.1700344997535732
Ahmedabad,2015-02-18,0.6253818032190167,0.5712360516770764,0.3276298471195707,0.2802589172060775,0.5692100304787852,1.0,0.9999999999999998,0.4280206212364078,0.2819122720551996
Delhi,2015-02-19,1.0,0.9629409099734645,0.49549458337551894,0.438209246269263,1.0,1.0,0.12366947237415254,0.3639041719013993,0.16362740266140957
Ahmedabad,2015-02-19,0.6709607988985077,0.5712360516770764,0.2265870203503088,0.32532567776182864,0.5692100304787852,1.0,0.9999999999999998,0.36459732270502104,0.20059142434696897
Ahmedabad,2015-02-20,0.8754332378495578,0.5712360516770764,0.6840133643818975,0.39086748097391866,0.5692100304787852,1.0,0.9999999999999998,0.46903204378402574,0.2799408575653031
Delhi,2015-02-20,0.8996787313846205,0.7994304575755614,0.36529310519388486,0.37537578203287925,1.0,1.0,0.1459404578652605,0.3607849932851016,0.1463775258748152
Ahmedabad,2015-02-21,1.0,0.5712360516770764,1.0,0.5003927091514774,0.5692100304787852,1.0,0.9999999999999998,0.3831968692688703,0.5524889107934944
Delhi,2015-02-21,0.9709592162944911,0.9487023493625009,0.7178293003948568,0.4880426834222571,1.0,1.0,0.3112697736874856,0.34345622319455876,0.14785608674223757
Ahmedabad,2015-02-22,0.8923354487473691,0.5712360516770764,0.9191049913941483,0.521626086721014,0.5692100304787852,1.0,0.9999999999999998,0.39729093560917855,0.3198620009857072
Delhi,2015-02-22,0.7729438017313689,0.5167820853019222,0.3102156525260707,0.3441757170327438,1.0,1.0,0.13939016801493462,0.3097228840849688,0.12764908822079843
Ahmedabad,2015-02-23,1.0,0.5712360516770764,1.0,0.5959429082143921,0.5692100304787852,1.0,0.9999999999999998,0.42651879449522734,0.6047313947757517
Delhi,2015-02-23,0.8823966955228133,0.77255841045887,0.44325199959501876,0.4135091948108225,0.8819387802398131,1.0,0.23764451576982276,0.4214356886020015,0.1286347954657467
Delhi,2015-02-24,1.0,1.0,0.7285613040396883,0.5236844243425507,0.8276208570136051,1.0,0.23371434185962722,0.42755852070065997,0.16461310990635783
Ahmedabad,2015-02-24,0.7388861632930825,0.5712360516770764,0.2531132935101752,0.34612572109525225,0.5692100304787852,1.0,0.9999999999999998,0.4438475645857702,0.19270576638738296
Delhi,2015-02-25,0.925443524775666,0.8375898000129441,0.2982687050723904,0.31655065948054056,0.846292643122614,1.0,0.14620246945927357,0.3603228927493538,0.15771315919172008
Ahmedabad,2015-02-25,0.3227879152357289,0.5712360516770764,0.043940467753366415,0.11255856783034963,0.5692100304787852,0.6966028894962903,0.8489175646022333,0.7725165706363991,0.13405618531296207
Delhi,2015-02-26,0.8785351417221898,0.8483075529091968,0.22840943606358208,0.22630880481001,0.5628209812858416,1.0,0.1734516752366292,0.3273982295773224,0.14933464760965995
Delhi,2015-02-27,0.8129520312722555,0.807041615429422,0.27923458540042523,0.26747555724074423,0.5419667786186368,1.0,0.3081256345593292,0.38931970136752875,0.14539181862986694
Delhi,2015-02-28,0.6574770126766584,0.836088279075788,0.18527893084944824,0.22305879803916256,0.39962472087852946,1.0,0.31755805194379844,0.4736530491415039,0.1429275505174963
Delhi,2015-03-01,0.4420529539303971,0.47163290401915736,0.17069960514326216,0.2314004820843377,0.3014159757597161,1.0,0.2785183244358562,0.25565712140247515,0.14982750123213406
Ahmedabad,2015-03-02,0.3721018563945116,0.5712360516770764,0.18244406196213428,0.19662540963627007,0.5692100304787852,1.0,0.7629777617659581,0.3970598853413046,0.08329226219812716
Delhi,2015-03-02,0.327345814803678,0.2710504174487088,0.22192973574972158,0.14484196842076755,0.4631572917948977,1.0,0.07467330429371498,0.25068954064318616,0.1015278462296698
Ahmedabad,2015-03-03,0.5686612752623167,0.5712360516770764,0.2618203908069252,0.3103756466159304,0.5692100304787852,1.0,0.9999999999999998,0.4399197100319138,0.19122720551996059
Delhi,2015-03-03,0.5158656052669063,0.5400297715358229,0.3274273564847626,0.25664220133791943,0.38871263808755024,1.0,0.1234074607801395,0.23624889890106715,0.12124199112863482
Delhi,2015-03-04,0.5638501590517038,0.6800854313636658,0.2763997165131113,0.2623838799664166,0.4226613401039302,1.0,0.11318900861363113,0.29401146586954324,0.08871365204534254
Ahmedabad,2015-03-04,0.5816386281988385,0.5712360516770764,0.3675205021767744,0.317633995070823,0.5692100304787852,1.0,0.9999999999999998,0.536152146601395,0.17890586495810745
Delhi,2015-03-05,0.6619716080839414,0.9754190667270726,0.5246532347878912,0.33648403434173824,0.6995857522661151,1.0,0.14698850424131266,0.37545668529509457,0.12567767373090194
Ahmedabad,2015-03-05,1.0,0.5712360516770764,0.979649691201782,0.45727595265823473,0.5692100304787852,1.0,0.9999999999999998,0.6817138153619547,0.37456875308033516
Delhi,2015-03-06,0.6314590026429489,0.8042974564753089,0.4151058013566873,0.28740893210194185,0.7766978039890352,1.0,0.14672649264729962,0.38458317087611377,0.1488417939871858
Delhi,2015-03-07,0.478389542152658,0.4283994563458676,0.2431912524045763,0.20680876418492536,0.40786940565393603,1.0,0.12628958831428289,0.26235757917081837,0.09659931000492855
Ahmedabad,2015-03-08,0.44034374159241624,0.5712360516770764,0.06985926900880834,0.18167537849037182,0.5692100304787852,1.0,0.7839386892870008,0.6559517104940144,0.08378511582060129
Delhi,2015-03-08,0.3876746799183377,0.3748624684486441,0.2725523944517566,0.21980879126831515,0.3906525639170577,1.0,0.09484819703271868,0.23486259729382375,0.043371118777723025
Ahmedabad,2015-03-09,0.7457230126450063,0.5712360516770764,0.08241368836691304,0.26010887522682336,0.5692100304787852,1.0,0.9999999999999998,0.5788964461580673,0.10497782158698868
Delhi,2015-03-09,0.4723756468893919,0.5673678079088732,0.21119773210489018,0.19662540963627007,0.36834341687772226,1.0,0.10061245210100546,0.2595849759563315,0.08723509117792017
Delhi,2015-03-10,0.5361862408406795,0.7410264707785903,0.23043434241166347,0.2032337567369932,0.4575800050350638,1.0,0.09118003471653618,0.2944735664052911,0.1074420896993593
Ahmedabad,2015-03-10,0.6628578663332648,0.5712360516770764,0.10792750835273869,0.27657557619911705,0.5692100304787852,1.0,0.9999999999999998,0.690724775809037,0.1365204534253327
Delhi,2015-03-11,0.6475382594521026,0.8719176752313765,0.30130606459451253,0.27700891043523007,0.7146201774447977,1.0,0.1556348868437428,0.3377954916316481,0.1251848201084278
Ahmedabad,2015-03-11,0.7374301675977655,0.5712360516770764,0.08200870709729677,0.3128673184735802,0.5692100304787852,1.0,0.9999999999999998,0.6149402879463963,0.1527846229669788
Ahmedabad,2015-03-12,0.6584265750866477,0.5712360516770764,0.08545104788903514,0.2952089483519757,0.5692100304787852,1.0,0.9999999999999998,0.46822336784646706,0.11434204041399705
Delhi,2015-03-12,0.7212243024672799,1.0,0.3729877493165942,0.3491590607480432,0.7446890278021627,1.0,0.17476173320669436,0.4005256393594131,0.14539181862986694
Ahmedabad,2015-03-13,0.6035418677892606,0.5712360516770764,0.0730991191657386,0.23313381902878963,0.5692100304787852,1.0,0.9999999999999998,0.5234443818683302,0.11039921143420404
Delhi,2015-03-13,0.6752021776631271,0.859957284318167,0.3148729371266579,0.332475692657693,0.5650033978440374,1.0,0.26960993023941304,0.3889731259657179,0.14144898965007394
Delhi,2015-03-14,0.41742763543133876,0.5047699178046728,0.2883466639667916,0.321967337431953,0.70807292777021,1.0,0.25624733894474827,0.2658233331889269,0.09265648102513555
Ahmedabad,2015-03-14,0.5185876841755426,0.5712360516770764,0.12878404373797714,0.2705088968935352,0.5692100304787852,1.0,0.9999999999999998,0.3992548628861067,0.1054706752094628
Delhi,2015-03-15,0.2335290486967256,0.20130735874700667,0.19094866862407617,0.19175039947999892,0.7415366483292132,1.0,0.10192251007107063,0.24976533957169053,0.07146377525874816
Ahmedabad,2015-03-15,0.30075806732397486,0.5712360516770764,0.061557152981674614,0.15275031822982965,0.5692100304787852,0.9683717297930494,0.9999999999999998,0.4340279282011293,0.09807787087235093
Delhi,2015-03-16,0.2746767531295995,0.3434858585204841,0.2053255036954541,0.18503371882024755,0.803856765602139,1.0,0.22113778534700157,0.2907767621193086,0.08279940857565304
Ahmedabad,2015-03-16,0.18206276607530034,0.5712360516770764,0.053862508858965284,0.15253365111177314,0.5692100304787852,0.8496680983990628,0.9999999999999998,0.6284567286170197,0.048299655002464276
Delhi,2015-03-17,0.3389937803662146,0.49979936573684547,0.24541864938746585,0.22641713836903826,0.9648706094512554,1.0,0.17895391871090294,0.26258862943869227,0.09709216362740267
Ahmedabad,2015-03-17,0.3056957918559198,0.5712360516770764,0.106915055178698,0.3226173387861225,0.5692100304787852,1.0,0.9999999999999998,0.5205562535199064,0.10399211434204042
Ahmedabad,2015-03-18,0.35254087074873,0.5712360516770764,0.5123013060645946,0.3187173306611055,0.5692100304787852,1.0,0.9999999999999998,0.6063914280350619,0.13109906357811732
Delhi,2015-03-18,0.30759491667589856,0.4543913015338813,0.18750632783233778,0.17918370663272215,0.9493512028151959,1.0,0.08489175646022334,0.31330416323701427,0.08427796944307542
Delhi,2015-03-19,0.4273663886558945,0.6672448385217784,0.28328439809658806,0.25685886845597594,0.8913959186586617,1.0,0.12078734484000914,0.30833658247772533,0.10842779694430756
Ahmedabad,2015-03-19,0.6524126798233816,0.5712360516770764,0.9351017515439913,0.40072583484548924,0.5692100304787852,1.0,0.9999999999999998,0.5229822813325824,0.42533267619517
Delhi,2015-03-20,0.5989839682213115,0.8294608763186848,0.3865546218487395,0.31395065406386263,0.8501724947816289,1.0,0.16506730422821206,0.3307484584614941,0.10300640709709218
Ahmedabad,2015-03-20,0.5830313197334895,0.5712360516770764,0.44709932165637345,0.39509248977602035,0.5692100304787852,1.0,0.9999999999999998,0.5359210963335211,0.34499753573188763
Ahmedabad,2015-03-21,0.6956494215582321,0.5712360516770764,0.449326718639263,0.468325975679116,0.5692100304787852,1.0,0.9999999999999998,0.579820647229563,0.2710694923607688
Delhi,2015-03-21,0.5968316267586689,0.8548831790822601,0.40741115723397797,0.31579232456734285,0.7759703318029699,1.0,0.18209805783905933,0.2956288177446606,0.11237062592410055
Delhi,2015-03-22,0.44439520787503767,0.5919099087437707,0.18892376227599478,0.21894212279608916,0.7883373589660798,1.0,0.10585268398126615,0.28996808618174996,0.09068506653523904
Ahmedabad,2015-03-22,0.6747590485384654,0.5712360516770764,0.5127062873342109,0.4255342198629581,0.5692100304787852,1.0,0.9999999999999998,0.5348813701280885,0.2804337111877772
Delhi,2015-03-23,0.4840869166125944,0.6400621319008478,0.25331578414498335,0.24895051864691384,0.7788802205472312,1.0,0.097206301378836,0.3086831578795362,0.12370625924100542
Ahmedabad,2015-03-23,0.8151043727348981,0.5712360516770764,0.9223448415510784,0.44384259133873194,0.5692100304787852,1.0,0.9999999999999998,0.4759635518202429,0.3932971907343519
Ahmedabad,2015-03-24,0.8960703942266608,0.5712360516770764,0.5515844892173738,0.3368090350188229,0.5692100304787852,1.0,0.9999999999999998,0.4043379687793326,0.3533760473139477
Delhi,2015-03-24,0.5689144919049807,0.8882790757879749,0.4300901083324897,0.3244590092896027,0.7706355357718245,1.0,0.18314610421511146,0.3974064607431155,0.1330704780680138
Ahmedabad,2015-03-25,1.0,0.5712360516770764,0.4813202389389491,0.3728841101752295,0.5692100304787852,1.0,0.9999999999999998,0.5014946064203093,0.2784622966978807
Delhi,2015-03-25,0.6663395951698927,1.0,0.43454490229826875,0.3657340952793652,0.6767916237694028,1.0,0.30026528673893815,0.5244841080737628,0.15771315919172008
Ahmedabad,2015-03-26,1.0,0.5712360516770764,0.3618507644021464,0.4684343092381442,0.5692100304787852,1.0,0.9999999999999998,0.6129763606694681,0.2937407589945786
Delhi,2015-03-26,0.6822922436577146,1.0,0.4867874860787689,0.35706741055710534,0.6787315495989102,1.0,0.23423836504765333,0.45771058065820447,0.16658452439625432
Delhi,2015-03-27,0.3815341763337396,0.5695942010225875,0.24197630859572747,0.2675838907997725,0.662727161505474,1.0,0.27642223168375196,0.3546621611864431,0.13159191720059144
Ahmedabad,2015-03-27,0.9203158877617234,0.5712360516770764,0.12837906246836087,0.38740080708501473,0.5692100304787852,1.0,0.9999999999999998,0.202862135193288,0.2055199605717102
Ahmedabad,2015-03-28,0.9891275104056215,0.5712360516770764,0.11744456818872129,0.3014922947756141,0.5692100304787852,1.0,0.9999999999999998,0.4408439111034094,0.1483489403647117
Delhi,2015-03-28,0.6344342981942489,1.0,0.44709932165637345,0.3179589957479078,0.7956120808267326,1.0,0.4401794779418988,0.46036765873875435,0.14933464760965995
Ahmedabad,2015-03-29,1.0,0.5712360516770764,0.09982788296041309,0.2355171573274111,0.5692100304787852,1.0,0.9999999999999998,0.4550535025776546,0.17348447511089207
Delhi,2015-03-29,0.6479813885767643,1.0,0.4756505011643212,0.36616742951547815,0.9054603809225905,1.0,0.43389119968558604,0.37499458475934677,0.16757023164120258
Ahmedabad,2015-03-30,0.8316267586687137,0.5712360516770764,0.07735142249670952,0.1942420713376486,0.5692100304787852,1.0,0.9999999999999998,0.45378272610434806,0.15722030556924596
Delhi,2015-03-30,0.2670802538496843,0.2547407934761504,0.1427558975397388,0.19001706253554695,0.6974033357079192,1.0,0.19362656797563288,0.30533292899536457,0.12222769837358305
Ahmedabad,2015-03-31,0.831183629544052,0.5712360516770764,0.13080895008605853,0.21601711670232646,0.5692100304787852,1.0,0.9999999999999998,0.6775549105402244,0.15722030556924596
Delhi,2015-03-31,0.33969012613354016,0.3667853213384247,0.2057304849650704,0.21742545296969368,0.7422641205152785,1.0,0.23528641142370546,0.3901283773050874,0.12962050271069495
Hyderabad,2015-03-31,0.2850586354788169,0.5712360516770764,0.19540346258985525,0.1828670476396826,0.5692100304787852,0.25302616165560327,0.33642288671273696,0.2859247064939566,0.04928536224741252
Ahmedabad,2015-04-01,0.5953123269026859,0.5712360516770764,0.0757314974182444,0.2167754516155242,0.5692100304787852,1.0,0.9999999999999998,0.5340726941905298,0.14982750123213406
Hyderabad,2015-04-01,0.24448066849193667,0.5712360516770764,0.169079680064797,0.14213362944506133,0.5692100304787852,0.25302616165560327,0.19729473029181538,0.3905904778408352,0.045342533267619514
Delhi,2015-04-01,0.7017899251428301,0.8273898129570901,0.49691201781917593,0.35370907022722964,0.8739365861930948,1.0,0.5009661677529229,0.4398041848979769,0.1424346968950222
Delhi,2015-04-02,0.4843401332552583,0.543550579250534,0.1976308595727448,0.22186712888985183,0.7524487311201924,1.0,0.36707824321226207,0.4061863709223238,0.11286347954657468
Ahmedabad,2015-04-02,0.47914919208064954,0.5712360516770764,0.10489014883061659,0.20377542453213446,0.5692100304787852,1.0,0.9999999999999998,0.309145258415284,0.0995564317397733
Delhi,2015-04-03,0.4084384446167725,0.3533751860720989,0.22577705781107626,0.1994420821710045,0.8601146146578544,1.0,0.2688238954573739,0.28269000274372197,0.11089206505667817
Ahmedabad,2015-04-03,0.3232943485210566,0.5712360516770764,0.0832236509061456,0.1490669772228692,0.5692100304787852,1.0,0.9999999999999998,0.24699273635720373,0.07343518974864466
Ahmedabad,2015-04-04,0.3868517258296802,0.5712360516770764,0.11278728358813406,0.16726701513961487,0.5692100304787852,1.0,0.9917138833393375,0.050137908128637235,0.09857072449482504
Delhi,2015-04-04,0.3833699969930524,0.40546242961620604,0.21464007289662856,0.2697505619803375,0.689886123118578,1.0,0.32961058526839804,0.318849369665988,0.10300640709709218
Delhi,2015-04-05,0.4849731748619179,0.7108924988673871,0.26202288144173336,0.29997562494921864,0.7830025629349343,1.0,0.42865096780532524,0.46683706623922366,0.1054706752094628
Ahmedabad,2015-04-06,0.7530662952822575,0.5712360516770764,0.08443859471499444,0.22533380277875578,0.5692100304787852,1.0,0.9217567877378572,0.4075726725295672,0.13947757516017745
Hyderabad,2015-04-06,0.5127637013942743,0.5712360516770764,0.1956059532246634,0.13920862335129866,0.5692100304787852,0.278016399843811,0.2234958896931189,0.38458317087611377,0.05963528831936915
Delhi,2015-04-06,0.7450899710383466,0.9716911526762022,0.6933279335830719,0.3550090729355686,1.0,1.0,0.42629286345920797,0.3458822510072348,0.15919172005914245
Hyderabad,2015-04-07,0.6976751546995428,0.5712360516770764,0.27923458540042523,0.18416705034802153,0.5692100304787852,0.32799687622022644,0.28428257950414304,0.35004115582896506,0.08723509117792017
Delhi,2015-04-07,0.40571636570813624,0.455685716134878,0.15207046674091326,0.2644422175879533,0.7218948993054505,1.0,0.20908525202240194,0.49502519891984,0.1192705766387383
Ahmedabad,2015-04-07,0.8649247471790085,0.5712360516770764,0.11319226485775034,0.2752755734907781,0.5692100304787852,1.0,0.9999999999999998,0.3395283686407024,0.14489896500739283
